Filename,PESQ,STOI
/Data/user_mhb/End2End_bopenslr/End2End_prac_openslr_SE_2/DATA/bopenslr_se/test/n/01e91/01e91-00b25bf18a.wav,1.48773,0.11011
/Data/user_mhb/End2End_bopenslr/End2End_prac_openslr_SE_2/DATA/bopenslr_se/test/n/01e91/01e91-00b1a91838.wav,1.52216,0.32794
/Data/user_mhb/End2End_bopenslr/End2End_prac_openslr_SE_2/DATA/bopenslr_se/test/n/01e91/01e91-013a376e49.wav,1.25507,0.18132
Average,1.4216533333333334,0.20645666666666665
